71.0	49.0	-3.141592653589793	0.0	0.08726646259971647	29.0	42.0	0.0	2.7777777777777777	0.0	9
64.0	41.2622	1.5708	2.6222	0.0	
64.0	41.54	1.5708	2.7778	0.0	
64.0	41.8178	1.5708	2.7778	0.0	
64.0	42.0956	1.5708	2.7778	0.0	
64.0	42.3733	1.5708	2.7778	0.0	
64.0	42.6511	1.5708	2.7778	0.0	
64.0	42.9289	1.5708	2.7778	0.0	
64.0	43.2067	1.5708	2.7778	0.0	
64.0	43.4844	1.5708	2.7778	0.0	
64.0	43.7622	1.5708	2.7778	0.0	
63.9976	44.04	1.5718	2.7778	0.0087	
63.9925	44.3177	1.5737	2.7778	0.0175	
63.9844	44.5954	1.5766	2.7778	0.0262	
63.9731	44.8729	1.5805	2.7778	0.0349	
63.9583	45.1503	1.5853	2.7778	0.0436	
63.9397	45.4275	1.5912	2.7778	0.0524	
63.9171	45.7043	1.5979	2.7778	0.0611	
63.8902	45.9808	1.6057	2.7778	0.0698	
63.8588	46.2568	1.6144	2.7778	0.0785	
63.8225	46.5322	1.6241	2.7778	0.0873	
63.7873	46.7976	1.6325	2.6778	0.0785	
63.7535	47.0532	1.6397	2.5778	0.0698	
63.7214	47.2989	1.6457	2.4778	0.0611	
63.6912	47.5347	1.6507	2.3778	0.0524	
63.6631	47.7608	1.6547	2.2778	0.0436	
63.6373	47.977	1.6577	2.1778	0.0349	
63.6139	48.1835	1.6599	2.0778	0.0262	
63.5928	48.3801	1.6613	1.9778	0.0175	
63.5742	48.567	1.6619	1.8778	0.0087	
63.5581	48.744	1.6619	1.7778	0.0	
63.5393	48.9309	1.6626	1.8778	0.0087	
63.5178	49.1275	1.664	1.9778	0.0175	
63.493	49.3338	1.6662	2.0778	0.0262	
63.4647	49.5497	1.6692	2.1778	0.0349	
63.4325	49.7752	1.6732	2.2778	0.0436	
63.3959	50.0101	1.6781	2.3778	0.0524	
63.3543	50.2544	1.6842	2.4778	0.0611	
63.3074	50.5079	1.6914	2.5778	0.0698	
63.2544	50.7703	1.6998	2.6778	0.0785	
63.1948	51.0416	1.7095	2.7778	0.0873	
63.1325	51.3021	1.7197	2.6778	0.096	
63.0678	51.5516	1.7305	2.5778	0.1047	
63.001	51.7902	1.7417	2.4778	0.1134	
62.9323	52.0178	1.7533	2.3778	0.1222	
62.862	52.2345	1.7652	2.2778	0.1309	
62.7906	52.4403	1.7773	2.1778	0.1396	
62.7184	52.6351	1.7896	2.0778	0.1484	
62.6458	52.8191	1.802	1.9778	0.1571	
62.5732	52.9922	1.8144	1.8778	0.1658	
62.501	53.1547	1.8268	1.7778	0.1745	
62.4212	53.3246	1.8404	1.8778	0.1833	
62.3331	53.5017	1.8555	1.9778	0.192	
62.2361	53.6855	1.8721	2.0778	0.2007	
62.1297	53.8755	1.8902	2.1778	0.2094	
62.0131	54.0711	1.9099	2.2778	0.2182	
61.8855	54.2718	1.9313	2.3778	0.2269	
61.7464	54.4769	1.9545	2.4778	0.2356	
61.595	54.6855	1.9794	2.5778	0.2443	
61.4304	54.8967	2.0062	2.6778	0.2531	
61.2521	55.1097	2.035	2.7778	0.2618	
61.0927	55.2861	2.0604	2.3778	0.2705	
60.9551	55.4282	2.0822	1.9778	0.2793	
60.842	55.5382	2.1001	1.5778	0.288	
60.7554	55.6181	2.1139	1.1778	0.2967	
60.6971	55.6695	2.1233	0.7778	0.3054	
60.6683	55.6939	2.1279	0.3778	0.3142	
60.6683	55.6939	2.1279	0.0	0.3229	
60.6683	55.6939	2.1279	0.0	0.3316	
60.6683	55.6939	2.1279	0.0	0.3403	
60.6683	55.6939	2.1279	0.0	0.3491	
60.6445	55.7122	2.1321	0.3	0.3578	
60.5965	55.7482	2.1407	0.6	0.3665	
60.5235	55.8009	2.1539	0.9	0.3752	
60.4247	55.869	2.1719	1.2	0.384	
60.299	55.9509	2.1949	1.5	0.3927	
53	31	3.1416	1.8	0.4014	
52.8074	30.9163	-3.1081	2.1	0.4102	
52.5916	30.8114	-3.0691	2.4	0.4189	
52.3546	30.6819	-3.0243	2.7	0.4276	
52.1184	30.5358	-2.9773	2.7778	0.4363	
51.8892	30.3788	-2.9303	2.7778	0.4363	
51.6676	30.2113	-2.8834	2.7778	0.4363	
51.4542	30.0335	-2.8364	2.7778	0.4363	
51.2494	29.8459	-2.7895	2.7778	0.4363	
51.0535	29.6489	-2.7425	2.7778	0.4363	
50.8672	29.4429	-2.6956	2.7778	0.4363	
50.6907	29.2284	-2.6486	2.7778	0.4363	
50.5245	29.0058	-2.6016	2.7778	0.4363	
50.3689	28.7757	-2.5547	2.7778	0.4363	
50.2243	28.5385	-2.5077	2.7778	0.4363	
50.0889	28.296	-2.4617	2.7778	0.4276	
49.9626	28.0486	-2.4165	2.7778	0.4189	
49.8454	27.7967	-2.3722	2.7778	0.4102	
49.7372	27.5409	-2.3287	2.7778	0.4014	
49.638	27.2814	-2.2862	2.7778	0.3927	
49.5476	27.0188	-2.2446	2.7778	0.384	
49.4659	26.7533	-2.2039	2.7778	0.3752	
49.3927	26.4853	-2.1641	2.7778	0.3665	
49.3279	26.2152	-2.1251	2.7778	0.3578	
49.2713	25.9432	-2.0871	2.7778	0.3491	
49.2275	25.669	-2.0482	2.7778	0.3578	
49.1967	25.3929	-2.0084	2.7778	0.3665	
49.1794	25.1156	-1.9677	2.7778	0.3752	
