400
7.0	29.0	-0.910474493329327	0.0	0.017453292519943295	15.0	10.0	-1.2595403437281927	0.0	0.0	17.608176875690326	16.690285000290665	-2.5685372827239403	0.8333333333333333	0.0	
7.0	29.0	-0.910474493329327	0.0	0.017453292519943295	15.0	10.0	-1.2595403437281927	0.0	0.0	15.764906125414196	15.914171000174399	-2.6558037453236567	0.5555555555555556	0.0	
7.0	29.0	-0.910474493329327	0.0	0.017453292519943295	15.0	10.0	-1.2595403437281927	0.0	0.0	15.608176875690326	21.440285000290665	-2.6558037453236567	0.8333333333333333	0.0	
7.0	29.0	-0.910474493329327	0.0	0.017453292519943295	15.0	10.0	-1.2595403437281927	0.0	0.0	14.843270750276131	15.526114000116266	-2.917603133122806	0.2777777777777778	0.0	
4.0	25.0	-0.34906585039886595	0.0	-0.15707963267948966	30.0	25.0	0.0	1.9444444444444444	0.0	17.0	29.0	-1.3962634015954638	1.1111111111111112	0.0	
4.0	25.0	-0.34906585039886595	0.0	-0.15707963267948966	30.0	25.0	0.0	1.9444444444444444	0.0	30.0	29.0	-1.4835298641951802	0.8333333333333333	0.0	
4.0	25.0	-0.34906585039886595	0.0	-0.15707963267948966	30.0	25.0	0.0	1.9444444444444444	0.0	17.0	29.0	-1.4835298641951802	0.8333333333333333	0.0	
4.0	25.0	-0.34906585039886595	0.0	-0.15707963267948966	30.0	25.0	0.0	1.9444444444444444	0.0	17.0	30.0	-1.658062789394613	1.3888888888888888	0.0	
7.0	25.0	-1.4528211435919278	0.0	-0.05235987755982988	20.0	4.0	-0.9292223679936291	2.5	0.0	18.450530293375724	10.30270922923259	-2.5872851573882425	0.2777777777777778	0.0	
7.0	25.0	-1.4528211435919278	0.0	-0.05235987755982988	20.0	4.0	-0.9292223679936291	2.5	0.0	16.90106058675145	16.60541845846518	-2.7618180825876752	1.1111111111111112	0.0	
7.0	25.0	-1.4528211435919278	0.0	-0.05235987755982988	20.0	4.0	-0.9292223679936291	2.5	0.0	15.200530293375724	15.55270922923259	-2.7618180825876752	0.5555555555555556	0.0	
7.0	25.0	-1.4528211435919278	0.0	-0.05235987755982988	20.0	4.0	-0.9292223679936291	2.5	0.0	16.90106058675145	16.60541845846518	-2.5872851573882425	0.2777777777777778	0.0	
6.0	25.0	-0.7685774387251634	0.0	0.17453292519943295	15.0	10.0	-1.7285085273220444	2.7777777777777777	0.0	14.464985851425089	14.778991510855054	-2.775706078518642	0.2777777777777778	0.0	
6.0	25.0	-0.7685774387251634	0.0	0.17453292519943295	15.0	10.0	-1.7285085273220444	2.7777777777777777	0.0	12.53746462856272	23.822478777137633	-2.601173153319209	1.1111111111111112	0.0	
6.0	25.0	-0.7685774387251634	0.0	0.17453292519943295	15.0	10.0	-1.7285085273220444	2.7777777777777777	0.0	12.53746462856272	23.822478777137633	-2.775706078518642	0.8333333333333333	0.0	
6.0	25.0	-0.7685774387251634	0.0	0.17453292519943295	15.0	10.0	-1.7285085273220444	2.7777777777777777	0.0	15.322478777137633	15.293487266282579	-2.5139066907194927	0.8333333333333333	0.0	
26.0	8.0	-2.9747449721334	0.0	-0.10471975511965977	5.0	10.0	2.697575096848171	2.5	0.0	4.525954536860021	5.02252263703024	1.3885781578524234	0.8333333333333333	0.0	
26.0	8.0	-2.9747449721334	0.0	-0.10471975511965977	5.0	10.0	2.697575096848171	2.5	0.0	4.6207636294880166	6.018018109624192	1.3885781578524234	0.8333333333333333	0.0	
26.0	8.0	-2.9747449721334	0.0	-0.10471975511965977	5.0	10.0	2.697575096848171	2.5	0.0	4.6207636294880166	6.018018109624192	1.6503775456515726	0.5555555555555556	0.0	
26.0	8.0	-2.9747449721334	0.0	-0.10471975511965977	5.0	10.0	2.697575096848171	2.5	0.0	9.870763629488017	5.518018109624192	1.301311695252707	1.1111111111111112	0.0	
14.0	4.0	1.2193883657195368	0.0	0.10471975511965977	10.0	27.0	2.0920529917167014	2.5	0.0	8.02957649036065	26.657317650497504	0.25945727712265576	0.5555555555555556	0.0	
14.0	4.0	1.2193883657195368	0.0	0.10471975511965977	10.0	27.0	2.0920529917167014	2.5	0.0	7.0591529807213025	20.564635300995008	0.25945727712265576	0.8333333333333333	0.0	
14.0	4.0	1.2193883657195368	0.0	0.10471975511965977	10.0	27.0	2.0920529917167014	2.5	0.0	9.059152980721302	9.064635300995008	0.34672373972237214	1.1111111111111112	0.0	
14.0	4.0	1.2193883657195368	0.0	0.10471975511965977	10.0	27.0	2.0920529917167014	2.5	0.0	8.044364735540977	20.735976475746256	-0.0023421106764933697	0.2777777777777778	0.0	
20.0	26.0	-2.1897484618954284	0.0	0.08726646259971647	10.0	5.0	-1.3170838358982637	2.7777777777777777	0.0	12.708581556471792	3.710199258822956	2.871706368888127	0.2777777777777778	0.0	
20.0	26.0	-2.1897484618954284	0.0	0.08726646259971647	10.0	5.0	-1.3170838358982637	2.7777777777777777	0.0	16.11144207529572	8.530265678430608	2.697173443688694	0.5555555555555556	0.0	
20.0	26.0	-2.1897484618954284	0.0	0.08726646259971647	10.0	5.0	-1.3170838358982637	2.7777777777777777	0.0	21.11144207529572	19.03026567843061	2.697173443688694	1.1111111111111112	0.0	
20.0	26.0	-2.1897484618954284	0.0	0.08726646259971647	10.0	5.0	-1.3170838358982637	2.7777777777777777	0.0	12.708581556471792	3.710199258822956	2.5226405184892613	0.2777777777777778	0.0	
33.0	27.0	-3.0762097877942445	0.0	-0.10471975511965977	20.0	25.0	-3.0762097877942445	0.5555555555555556	0.0	26.804114368507882	24.023256604698766	1.810712117789878	0.2777777777777778	0.0	
33.0	27.0	-3.0762097877942445	0.0	-0.10471975511965977	20.0	25.0	-3.0762097877942445	0.5555555555555556	0.0	27.260285921269706	21.058141511746914	1.6361791925904452	0.2777777777777778	0.0	
33.0	27.0	-3.0762097877942445	0.0	-0.10471975511965977	20.0	25.0	-3.0762097877942445	0.5555555555555556	0.0	30.206171552761823	23.53488490704815	1.5489127299907288	0.2777777777777778	0.0	
