95.0	57.0	-3.141592653589793	0.0	0.06981317007977318	26.0	3.0	-3.141592653589793	0.5555555555555556	0.0	5
60.0833	55.0	0.0	0.8333	0.0	
60.1667	55.0	0.0	0.8333	0.0	
60.25	55.0	0.0	0.8333	0.0	
60.3333	55.0	0.0	0.8333	0.0	
60.4167	55.0	0.0	0.8333	0.0	
60.5	55.0	0.0	0.8333	0.0	
60.5833	55.0	0.0	0.8333	0.0	
60.6667	55.0	0.0	0.8333	0.0	
60.75	55.0	0.0	0.8333	0.0	
60.8333	55.0	0.0	0.8333	0.0	
60.9167	55.0007	0.0003	0.8333	0.0087	
61.0	55.0022	0.0009	0.8333	0.0175	
61.0833	55.0045	0.0017	0.8333	0.0262	
61.1666	55.0075	0.0029	0.8333	0.0349	
61.2498	55.0114	0.0044	0.8333	0.0436	
61.333	55.0161	0.0061	0.8333	0.0524	
61.4162	55.0217	0.0081	0.8333	0.0611	
61.4992	55.0282	0.0105	0.8333	0.0698	
61.5822	55.0356	0.0131	0.8333	0.0785	
61.6651	55.044	0.016	0.8333	0.0873	
61.7082	55.0488	0.0176	0.4333	0.096	
61.7115	55.0492	0.0178	0.0333	0.1047	
61.7115	55.0492	0.0178	0.0	0.1134	
61.7115	55.0492	0.0178	0.0	0.1222	
61.7115	55.0492	0.0178	0.0	0.1309	
61.7115	55.0492	0.0178	0.0	0.1396	
61.7115	55.0492	0.0178	0.0	0.1484	
61.7115	55.0492	0.0178	0.0	0.1571	
61.7115	55.0492	0.0178	0.0	0.1658	
61.7115	55.0492	0.0178	0.0	0.1745	
61.7605	55.0592	0.0214	0.5	0.1833	
61.8582	55.0804	0.0291	1.0	0.192	
62.0043	55.1145	0.041	1.5	0.2007	
62.1981	55.1641	0.0577	2.0	0.2094	
62.4386	55.2322	0.0793	2.5	0.2182	
62.7035	55.3159	0.1043	2.7778	0.2269	
62.9654	55.4085	0.1302	2.7778	0.2356	
63.2239	55.5102	0.1571	2.7778	0.2443	
63.4786	55.6209	0.1849	2.7778	0.2531	
63.7291	55.741	0.2137	2.7778	0.2618	
63.9593	55.857	0.2395	2.5778	0.2531	
64.1698	55.9676	0.2625	2.3778	0.2443	
53	27	3.1416	2.1778	0.2356	
52.8073	26.9555	-3.1238	1.9778	0.2269	
52.6344	26.9139	-3.1084	1.7778	0.2182	
52.4813	26.876	-3.0953	1.5778	0.2094	
52.3477	26.8424	-3.0843	1.3778	0.2007	
52.2336	26.8133	-3.0753	1.1778	0.192	
52.1388	26.7891	-3.0682	0.9778	0.1833	
52.0634	26.7701	-3.0628	0.7778	0.1745	
51.94	26.737	-3.0535	1.2778	0.1833	
51.7691	26.6878	-3.0399	1.7778	0.192	
51.5517	26.62	-3.0217	2.2778	0.2007	
51.2888	26.5301	-2.9986	2.7778	0.2094	
51.029	26.432	-2.9746	2.7778	0.2182	
50.7725	26.3254	-2.9496	2.7778	0.2269	
50.5197	26.2102	-2.9236	2.7778	0.2356	
50.2711	26.0863	-2.8968	2.7778	0.2443	
50.027	25.9536	-2.8689	2.7778	0.2531	
49.788	25.8121	-2.8402	2.7778	0.2618	
49.57	25.6745	-2.8135	2.5778	0.2618	
49.3724	25.5422	-2.7889	2.3778	0.2618	
49.1945	25.4167	-2.7663	2.1778	0.2618	
49.0355	25.299	-2.7459	1.9778	0.2618	
48.8948	25.1904	-2.7275	1.7778	0.2618	
48.7717	25.0917	-2.7111	1.5778	0.2618	
48.6657	25.0037	-2.6969	1.3778	0.2618	
