100
6	5	-0.5635774627215886	0.0	0.05235987755982988	31	4	0.5708865510747252	2.7777777777777777	0.0	
33	8	2.949128680172942	0.0	0.08726646259971647	14	5	-2.984990776607778	1.9444444444444444	0.0	
6	18	-1.0200215290031807	0.0	-0.10471975511965977	30	5	0.02717602219341675	2.2222222222222223	0.0	
5	20	-1.1344640137963142	0.0	-0.08726646259971647	5	10	-2.007128639793479	1.3888888888888888	0.0	
29	4	-2.757843402202152	0.0	0.10471975511965977	10	5	2.8272102041797016	1.6666666666666665	0.0	
37	30	-3.1142773575875693	0.0	-0.05235987755982988	25	24	-2.4161456567898374	0.5555555555555556	0.0	
4	25	-1.0845056180743713	0.0	-0.12217304763960307	5	5	-2.3062360944704023	2.7777777777777777	0.0	
15	6	0.5111965857068532	0.0	-0.13962634015954636	25	5	-0.5360009654897446	0.0	0.0	
6	17	-1.185030932609001	0.0	-0.017453292519943295	10	4	-1.4468303204081503	0.5555555555555556	0.0	
8	3	1.2123462286112243	0.0	0.03490658503988659	5	21	2.1722773172081062	0.8333333333333333	0.0	
15	24	-2.845109864801869	0.0	0.03490658503988659	5	15	-1.7979123136052715	0.0	0.0	
37	7	-2.369521915134121	0.0	-0.13962634015954636	10	5	-2.718587765532987	2.5	0.0	
3	8	-0.08726646259971638	0.0	0.13962634015954636	36	8	0.0	1.6666666666666665	0.0	
6	4	1.4586822115914213	0.0	-0.17453292519943295	5	20	1.9822809871897196	1.3888888888888888	0.0	
11	27	0.41872183686806475	0.0	-0.017453292519943295	30	25	-0.3666763265293831	1.1111111111111112	0.0	
22	6	2.9636663037893314	0.0	0.13962634015954636	11	7	3.0509327663890478	2.5	0.0	
7	16	-1.3363122349979708	0.0	-0.05235987755982988	11	4	-1.161779309798538	0.8333333333333333	0.0	
34	24	-2.7397294415907183	0.0	0.03490658503988659	5	25	-2.5651965163912855	0.2777777777777778	0.0	
33	36	-1.1116013791458665	0.0	-0.13962634015954636	36	21	-1.9842660051430312	0.0	0.0	
5	11	1.1105421423951194	0.0	0.017453292519943295	37	25	0.2378775163979543	0.5555555555555556	0.0	
6	8	1.7465262480461377	0.0	-0.13962634015954636	10	23	0.5247957716501075	1.6666666666666665	0.0	
22	23	-2.6590793585673165	0.0	-0.03490658503988659	6	28	2.4023754722162396	0.8333333333333333	0.0	
29	3	-2.397837069290933	0.0	-0.03490658503988659	5	4	-2.397837069290933	2.2222222222222223	0.0	
7	9	2.0835800775969338	0.0	-0.12217304763960307	10	25	1.0363825264003363	1.6666666666666665	0.0	
37	31	3.1197090567856254	0.0	0.12217304763960307	11	27	2.77064320638676	1.3888888888888888	0.0	
26	23	-2.8874785095336835	0.0	-0.06981317007977318	5	25	2.523042171648738	0.0	0.0	
34	5	-2.9451761315861926	0.0	-0.13962634015954636	21	7	2.290811624396796	1.6666666666666665	0.0	
35	23	2.4641592516159543	0.0	-0.12217304763960307	5	25	2.638692176815387	0.5555555555555556	0.0	
6	11	2.2529690297782023	0.0	-0.12217304763960307	5	25	1.0312385533821722	2.5	0.0	
5	6	1.0863183977578732	0.0	-0.03490658503988659	15	25	0.3009202343604249	0.8333333333333333	0.0	
4	23	-1.0789655085505974	0.0	0.05235987755982988	5	5	-1.3407648963497467	2.5	0.0	
13	27	0.0574241806325686	0.0	0.17453292519943295	30	25	-0.5534410575654469	1.1111111111111112	0.0	
12	7	-0.2851901463733286	0.0	0.0	30	5	-0.19792368377361225	1.9444444444444444	0.0	
36	26	2.5783105186687614	0.0	0.0	15	25	-2.744943699913944	0.8333333333333333	0.0	
36	4	-2.3756637002417644	0.0	0.06981317007977318	8	7	2.5985246679420753	1.3888888888888888	0.0	
31	8	-2.9394495855731777	0.0	0.06981317007977318	5	5	-2.5031172725745954	2.2222222222222223	0.0	
37	26	-2.8427731499167135	0.0	-0.05235987755982988	10	25	3.0040798442642904	0.5555555555555556	0.0	
10	23	-2.1172577370436434	0.0	0.13962634015954636	8	13	-1.4191260362459115	0.8333333333333333	0.0	
3	23	0.05875582271572277	0.0	0.017453292519943295	20	24	-0.8139088032814419	0.0	0.0	
18	25	-2.5126194319724244	0.0	0.0	5	20	-2.9489517449710068	1.9444444444444444	0.0	
22	26	-2.3659677261371663	0.0	-0.05235987755982988	5	20	-2.889566501735465	2.7777777777777777	0.0	
3	6	0.0418431831781394	0.0	0.08726646259971647	25	5	0.8272413465755877	2.5	0.0	
35	26	-2.6553019448692683	0.0	-0.017453292519943295	15	25	2.4934193485140037	0.0	0.0	
33	24	2.495028302712454	0.0	-0.15707963267948966	5	25	-3.002758841069684	2.7777777777777777	0.0	
8	9	2.298585434271346	0.0	0.06981317007977318	5	19	1.4259208082741814	0.5555555555555556	0.0	
3	8	2.1037793501780016	0.0	0.13962634015954636	5	20	0.8820488737819714	0.2777777777777778	0.0	
19	27	-3.091346306864007	0.0	0.0	5	14	-1.9568822930676926	1.1111111111111112	0.0	
21	7	-2.890608290586906	0.0	-0.12217304763960307	5	10	2.17084654019665	0.5555555555555556	0.0	
10	27	-0.5688838452952565	0.0	0.08726646259971647	25	25	0.30378078070190817	0.8333333333333333	0.0	
36	26	-2.882135376467138	0.0	0.08726646259971647	13	22	-2.358536600868839	1.6666666666666665	0.0	
3	26	-0.13268974202129336	0.0	0.06981317007977318	25	25	-0.04542327942157698	0.5555555555555556	0.0	
7	23	0.2399157909949814	0.0	0.06981317007977318	20	25	-0.10915005940388411	1.1111111111111112	0.0	
33	26	-2.581433469968181	0.0	0.06981317007977318	5	20	-2.755966395167614	2.7777777777777777	0.0	
