5.0	55.0	0.0	0.0	0.0	90.0	5.0	0.0	0.0	0.0	30
2.0	29.1589	1.5708	1.5889	-0.0001	
2.0001	29.3378	1.5708	1.7889	-0.0002	
2.0001	29.5367	1.5707	1.9889	-0.0003	
2.0002	29.7556	1.5707	2.1889	-0.0004	
2.0004	29.9944	1.5707	2.3889	-0.0005	
2.0006	30.2533	1.5706	2.5889	-0.0006	
2.0008	30.5311	1.5705	2.7778	-0.0007	
2.0011	30.8089	1.5704	2.7778	-0.0008	
2.0015	31.0867	1.5703	2.7778	-0.0009	
2.003	31.3344	1.5698	2.4778	-0.0056	
2.0055	31.5522	1.5689	2.1778	-0.0103	
2.0086	31.74	1.5678	1.8778	-0.0149	
2.0122	31.8977	1.5665	1.5778	-0.0196	
2.0158	32.0254	1.5653	1.2778	-0.0242	
2.0192	32.1231	1.5641	0.9778	-0.0289	
2.0219	32.1909	1.5632	0.6778	-0.0336	
2.0242	32.2586	1.5625	0.6778	-0.0254	
2.0259	32.3264	1.5621	0.6778	-0.0173	
2.0271	32.3941	1.5618	0.6778	-0.0092	
2.0278	32.4619	1.5618	0.6778	-0.001	
2.0279	32.5297	1.562	0.6778	0.0071	
2.0275	32.5975	1.5624	0.6778	0.0152	
2.0265	32.6652	1.563	0.6778	0.0234	
2.0248	32.733	1.5639	0.6778	0.0315	
2.0205	32.8407	1.566	1.0778	0.0477	
2.0117	32.9882	1.5697	1.4778	0.0639	
1.9969	33.1754	1.5757	1.8778	0.0801	
1.9739	33.402	1.5845	2.2778	0.0962	
1.9402	33.6676	1.5965	2.6778	0.1124	
1.8975	33.9421	1.6108	2.7778	0.1286	
1.8498	34.2158	1.6255	2.7778	0.1328	
1.7969	34.4885	1.6406	2.7778	0.1369	
1.7388	34.7601	1.6562	2.7778	0.141	
1.6753	35.0305	1.6723	2.7778	0.1452	
1.6063	35.2996	1.6888	2.7778	0.1493	
1.5318	35.5672	1.7058	2.7778	0.1534	
1.4517	35.8332	1.7233	2.7778	0.1576	
1.3659	36.0974	1.7412	2.7778	0.1617	
1.2742	36.3596	1.7595	2.7778	0.1659	
1.1767	36.6197	1.7783	2.7778	0.17	
