5.0	5.0	1.5707963267948966	0.0	0.0	95.0	55.0	1.5707963267948966	0.0	0.0	20
97.0006	44.9422	-1.5706	0.5778	0.0098	
97.0023	44.8545	-1.5699	0.8778	0.0196	
97.0059	44.7367	-1.5685	1.1778	0.0294	
97.012	44.5891	-1.5662	1.4778	0.0392	
97.0215	44.4116	-1.5627	1.7778	0.049	
97.0354	44.2043	-1.5578	2.0778	0.0588	
97.0548	43.9673	-1.5513	2.3778	0.0686	
97.081	43.7008	-1.5429	2.6778	0.0784	
97.1132	43.4249	-1.5331	2.7778	0.0882	
97.1509	43.1497	-1.5222	2.7778	0.0986	
97.1879	42.8744	-1.5128	2.7778	0.0849	
97.2267	42.5993	-1.5036	2.7778	0.0823	
97.2674	42.3245	-1.4948	2.7778	0.0797	
97.3097	42.05	-1.4862	2.7778	0.077	
97.3537	41.7757	-1.478	2.7778	0.0744	
97.3992	41.5017	-1.47	2.7778	0.0718	
97.4462	41.2279	-1.4623	2.7778	0.0692	
97.4946	40.9544	-1.4549	2.7778	0.0665	
97.5421	40.6807	-1.4487	2.7778	0.0562	
97.5886	40.4068	-1.4436	2.7778	0.0459	
97.6336	40.1327	-1.4396	2.7778	0.0357	
97.6769	39.8584	-1.4368	2.7778	0.0254	
97.7182	39.5837	-1.4351	2.7778	0.0151	
97.7571	39.3086	-1.4346	2.7778	0.0048	
97.7928	39.0837	-1.4327	2.2778	0.0213	
97.8239	38.9086	-1.43	1.7778	0.0378	
97.8487	38.7833	-1.4272	1.2778	0.0543	
97.8724	38.6884	-1.4232	0.9778	0.1015	
97.8922	38.6236	-1.4192	0.6778	0.1487	
97.9051	38.5881	-1.4163	0.3778	0.1959	
97.9081	38.5809	-1.4155	0.0778	0.2432	
97.9081	38.5809	-1.4155	0.0	0.2904	
97.9081	38.5809	-1.4155	0.0	0.3376	
97.9081	38.5809	-1.4155	0.0	0.3848	
97.9081	38.5809	-1.4155	0.0	0.4321	
97.9081	38.5809	-1.4155	0.0	0.4793	
97.9256	38.5566	-1.4101	0.3	0.4685	
97.9604	38.5077	-1.3995	0.6	0.4577	
98.0126	38.4343	-1.3839	0.9	0.4469	
98.0826	38.3369	-1.3637	1.2	0.4362	
98.1713	38.2159	-1.3389	1.5	0.4254	
98.2797	38.0722	-1.3099	1.8	0.4146	
98.4092	37.9069	-1.2769	2.1	0.4038	
98.5614	37.7214	-1.2401	2.4	0.3931	
98.7304	37.5371	-1.2001	2.5	0.4117	
98.9171	37.3562	-1.1567	2.6	0.4304	
99.1223	37.1807	-1.1098	2.7	0.449	
99.3447	37.0143	-1.0597	2.7778	0.4677	
99.5781	36.8636	-1.0078	2.7778	0.4863	
99.8215	36.7297	-0.9541	2.7778	0.505	
36	22	0.0	2.7778	0.5236	
36.2379	22.1434	0.0573	2.7778	0.5423	
36.4643	22.3044	0.1165	2.7778	0.5609	
36.6774	22.4825	0.1773	2.7778	0.5796	
36.8758	22.6769	0.2399	2.7778	0.5982	
37.0673	22.8781	0.2998	2.7778	0.57	
37.2524	23.0853	0.3571	2.7778	0.5418	
37.4314	23.2977	0.4117	2.7778	0.5135	
37.6047	23.5147	0.4635	2.7778	0.4853	
37.7729	23.7358	0.5126	2.7778	0.457	
37.8998	23.9369	0.5578	2.3778	0.4951	
37.9911	24.1123	0.598	1.9778	0.5331	
38.0528	24.2576	0.6321	1.5778	0.5711	
38.091	24.369	0.659	1.1778	0.6092	
38.1349	24.5205	0.6962	1.5778	0.6293	
38.1791	24.7133	0.744	1.9778	0.6494	
38.2163	24.9481	0.8031	2.3778	0.6696	
38.238	25.2251	0.8738	2.7778	0.6897	
38.2344	25.5028	0.9462	2.7778	0.7098	
38.2052	25.7791	1.0203	2.7778	0.73	
38.1502	26.0513	1.096	2.7778	0.7501	
38.0693	26.3171	1.1734	2.7778	0.7702	
37.9775	26.5472	1.2428	2.4778	0.7769	
37.8817	26.7428	1.3043	2.1778	0.7835	
37.7886	26.9059	1.3574	1.8778	0.7854	
37.7032	27.0385	1.4021	1.5778	0.7854	
37.6293	27.1428	1.4382	1.2778	0.7854	
37.5699	27.2204	1.4659	0.9778	0.7854	
37.5272	27.2731	1.485	0.6778	0.7854	
37.5029	27.302	1.4957	0.3778	0.7854	
37.4784	27.3308	1.5064	0.3778	0.7809	
37.4537	27.3594	1.5169	0.3778	0.7764	
37.4289	27.3878	1.5275	0.3778	0.7719	
37.4038	27.4161	1.538	0.3778	0.7674	
37.3786	27.4443	1.5484	0.3778	0.7629	
37.3533	27.4723	1.5588	0.3778	0.7583	
37.3278	27.5001	1.5692	0.3778	0.7538	
37.3021	27.5278	1.5794	0.3778	0.7493	
37.2699	27.5631	1.5922	0.4778	0.7309	
37.2312	27.606	1.6073	0.5778	0.7124	
37.1859	27.6565	1.6246	0.6778	0.694	
37.1341	27.7145	1.6441	0.7778	0.6755	
37.0756	27.7799	1.6655	0.8778	0.6571	
